head,text,url
,"[앵커] 대구를 중심으로 코로나19가 급속히 확산하면서 국민, 기업 모두 참 힘든 한 주 보냈습니다. 대부분 기업들이 매출 감소나 사업장 폐쇄 등으로 운영에 차질을 빚었는데요. 소수이지만 특수가 발생한 기업들도 있었습니다. 기업기상도로 살펴보시죠. 김종수 기자입니다.[기자] 한 주 기업뉴스 리뷰 주간 기업기상도입니다.기업들 기상이 잔뜩 찌푸렸습니다. 코로나19 탓입니다. 하지만 걸리면 증상 더 심했던 메르스도, 나라 곳간 텅 비었던 외환위기도 넘었습니다. 잠시 움츠렸다 더 멀리 뛴다는 각오로 기업기상도 출발합니다.먼저 이마트, 롯데마트 등 대형마트들입니다. 온라인에 밀려 위기인데 요새 조금 장사가 된답니다.왜일까요? 유통의 온라인화 추세에 코로나19 사태 겹쳐 온라인 쇼핑이 배송 한계에 이르자 사람들이 다시 마트로 간 겁니다. 라면, 육류, 즉석밥 등등 먹거리 매출 늘었는데요.대형마트들이 물건 사기 쉽게 의무휴업일을 평일로 바꿔달라고 요청할 정도입니다.다 힘든 이 때, 코로나19 때문에 잘 된다는 소식이 씁쓸할 수 있는데요. 대형마트의 생존 방식을 바꿔야 하는 상황은 안 바뀌었습니다.다음은 인삼공사, CJ제일제당 등등 건강기능식품 회사들입니다.여기도 때아닌 특수입니다.치료제도, 백신도 없는 코로나19, 면역력 증진이 최선이라 건강기능식품, 특히 인삼 제품이 주목받습니다. 한 온라인 쇼핑몰에선 홍삼, 비타민 매출이 70% 늘었고 문재인 대통령도 질병관리본부에 홍삼액 보냈죠. CJ제일제당 흑삼제품 매출은 두 배 됐답니다.과거, 사스나 메르스 때도 있었던 현상입니다. 덕분에 코로나19 빨리 진화할 수 있으면 개인도 나라도 득이겠습니다.이제 흐린 기업입니다.좀 많습니다. 삼성전자, LG전자, SK텔레콤, SK하이닉스, LS네트웍스, SM면세점 등등입니다. 확진자, 의심증상자 나와 사무실, 공장 일시 폐쇄했습니다.삼성전자 구미공장, SK하이닉스 이천공장 시작으로 공장 일부 멈추거나 빌딩 통째로 비운 회사 속출합니다. 사태가 커지자 아예 재택근무 체제로 바꾼 곳들도 등장합니다. 대거 퍼져 큰 손해 보고 오래 닫느니 선제 대처가 낫기 때문인데요. 회사들 이제 입구 열화상 카메라, 체온 측정기는 기본입니다.
하지만 이게 다가 아니란게 문제죠. 저녁 모임, 회식 사라지더니 아예 출근도 안 해 주변 음식점, 커피가게는 점심장사도 거덜 날 판입니다.이번엔 하나, 신한, KB국민, 농협, 수협은행 등 금융사들입니다. 여기도 직원이 확진자거나 확진자 손님 다녀가는 바람에 점포 폐쇄 속출했습니다.농협, 하나은행 필두로 KB금융, 수협 등등의 대구쪽 지점들이 속속 닫더니 신한은행 성남공단금융센터도 일시 폐쇄했습니다. 대구, 경북 바깥으로 확산하는 추세입니다. 그러자 금융사들도 재택근무 확대 중인데요. 금융감독원은 집에서 업무망 접근할 수 있게 전산규제 완화했습니다.본점 폐쇄 대비해 인력 분산 배치하는 곳도 있고 다들 비상대책에 머리 짜내는 중인데요. 코로나19가 경제의 핏줄 금융망까지 흔드는 일 없기를 바랄 뿐입니다.이번엔 저비용 항공사들입니다. 사실상 개점 휴업이나 마찬가지 처지입니다,해외여행 자제에 외국인 국내관광까지 줄어 최악인데 대형사보다 충격이 더 큽니다. 이스타항공은 2월 직원 월급이 40%만 나왔고요. 에어부산은 임원 일괄사표와 전 직원 무급 휴직, 에어서울은 손님 격감으로 11개 국제선 중 하나 빼고 다 일시 중단합니다.버는 게 없으니 비용 감축에 사활 건 겁니다. 제조업은 몰라도 항공업이 코로나19 사태 뒤 이전 모습 유지할 수 있을지 참 걱정스럽습니다.마지막은 CJ CGV, 롯데시네마, 메가박스 3대 극장입니다. 코로나19 사태로 파리 날리는 중입니다.지난 24일 전국 극장 관객이 7만7,031명, 16년 만에 최소였습니다.흥행 1위 영화 개봉 6일째 누적 관객이 40만이 안되구요. 흥행상위 10편도 좌석이 1,000개면 고작 35개 팔렸습니다. 이유는 굳이 말씀 안드려도 잘 아실 겁니다.대형마트만큼 극장도 힘듭니다. 넷플렉스 같은 인터넷 영상서비스, OTT들 때문인데요. 사람들은 집에 갇혀 지내는데 넷플릭스가 때맞춰 대대적 영상 공개 중이라 충격이 더 큽니다.코로나19로 다 힘들지만 전국 어디도 대구만 하겠습니까? 지금 대구에선 임대료 안 받고 음식 싸게 팔며 협동정신으로 이겨내고 있다는 소식 들리는데요. 전국이 힘 모으면 극복 못 할 일은 없습니다. 지금까지 주간 기업기상도였습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",/news/news_read.nhn?article_id=0000417184&office_id=422&mode=search&query=SK텔레콤&page=2
,"[머니투데이 오상헌 기자] [GSMA·9개 글로벌 통신사와 '텔레콤 에지 클라우드 TF' 발족]SK텔레콤이 5G(5세대 이동통신) 시대 핵심 기술인 '5G MEC(모바일 에지 컴퓨팅)' 기술의 글로벌 상용화를 위한 '초협력'에 나선다.SK텔레콤은 지난 24일(현지시간) 영국 런던에서 열린 GSMA(세계이동통신사업자연합회) 총회에서 도이치텔레콤, EE, KDDI, 오렌지, 텔레포니카, 텔레콤 이탈리아, 차이나 유니콤, 싱텔, NTT도코모 등 9개 글로벌 통신사와 '5G MEC' 상용화를 목표로 '텔레콤 에지 클라우드 TF(Telecom Edge Cloud TF)'를 발족했다고 1일 밝혔다.세계 각지의 글로벌 통신사들은 △클라우드 게임 △스마트팩토리 △자율주행 등 초저지연 서비스의 성능을 높이는 핵심 기술 '5G MEC'의 빠른 상용화와 기술의 범용성을 높이기 위해 '텔레콤 에지 클라우드 TF'를 발족하는데 뜻을 모았다.TF는 각 통신사가 별도로 구축하고 있는 '에지 클라우드'간 상호 연동을 통해 '5G MEC' 기술의 글로벌 상용화를 추진한다. 참여사들은 각 사가 보유한 에지 클라우드 기술과 서비스의 연동 및 공유 등의 실증 시험을 진행할 계획이다.SK텔레콤은 5G기반 에지 클라우드 원천 기술을 보유하고 있는 유일한 통신사로서 글로벌 통신사들과 협력 체계를 강화해 '5G MEC' 기술의 글로벌 상용화를 이끌어 나갈 계획이다.이번 초협력은 ‘5G MEC’ 기술과 서비스의 범용성을 높이고 기술 생태계의 빠른 발전을 위해선 글로벌 협력이 필수적이라는 판단에 따른 것이다. 예컨대, 통신사간 기술 및 서비스 연동이 불가능한 경우 서비스 개발자는 같은 서비스라도 각 통신사의 '5G MEC' 시스템에 맞춰 별도 개발하는 과정을 거쳐야 한다.SK텔레콤은 작년 9월부터 GSMA와 주요 회원사 도이치텔레콤, 텔레포니카 등과 함께 '오퍼레이터 플랫폼 TF'(Operator Platform TF)를 구성해 '5G MEC' 기술과 서비스를 연동하기 위한 모델과 솔루션을 구체화하고 표준을 만들기 위해 협력해 왔다. 아울러 지난 1월 아시아태평양 통신사 연합회 '브리지 얼라이언스'(Bridge Alliance) 소속 통신사인 싱텔, 글로브, 타이완모바일, HKT, PCCW글로벌 등 5개사와 함께 '글로벌 MEC TF'를 발족하기도 했다. 이강원 SK텔레콤 클라우드랩스장은 ""5G MEC 기술의 상용화를 위해 글로벌 파트너들과 협력을 확대하기로 결정했다""며 ""앞으로도 5G MEC 기술 생태계 발전을 이끌 것""이라고 했다.오상헌 기자 bborirang@mt.co.kr
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>",/news/news_read.nhn?article_id=0004366839&office_id=008&mode=search&query=SK텔레콤&page=2
[사진 영상 제보받습니다],"[서울=뉴시스]추상철 기자 = SK텔레콤은 영국 런던에서 열린 GSMA 총회에서 도이치텔레콤, EE, KDDI, 오렌지, 텔레포니카, 텔레콤 이탈리아, 차이나 유니콤, 싱텔, NTT도코모 등 9개 글로벌 통신사와 '5G MEC' 상용화를 목표로 '텔레콤 에지 클라우드 TF(Telecom Edge Cloud TF)'를 발족했다고 1일 밝혔다. SK텔레콤연구원이 MEC플랫폼이 설치된 서버실에서 AR글래스를쓰고, 산업용 AR서비스를 시험해보고 있다. (사진=SK텔레콤 제공) 2020.03.01.photo@newsis.com 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>",/news/news_read.nhn?article_id=0009729798&office_id=003&mode=search&query=SK텔레콤&page=2
[사진 영상 제보받습니다],"[서울=뉴시스]추상철 기자 = SK텔레콤은 영국 런던에서 열린 GSMA 총회에서 도이치텔레콤, EE, KDDI, 오렌지, 텔레포니카, 텔레콤 이탈리아, 차이나 유니콤, 싱텔, NTT도코모 등 9개 글로벌 통신사와 '5G MEC' 상용화를 목표로 '텔레콤 에지 클라우드 TF(Telecom Edge Cloud TF)'를 발족했다고 1일 밝혔다. SK텔레콤연구원이 MEC플랫폼이 설치된 서버실에서 AR글래스를쓰고, 산업용 AR서비스를 시험해보고 있다. (사진=SK텔레콤 제공) 2020.03.01.photo@newsis.com 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>",/news/news_read.nhn?article_id=0009729798&office_id=003&mode=search&query=SK텔레콤&page=1
"갤S20 시리즈 첫날 개통량 약 7만대 수준…갤S10의 절반 수준'뚝 떨어진' 공시지원금도 악재…KT, 24만3000원으로 가장 많아","(서울=뉴스1) 이창규 기자 = 삼성전자의 상반기 플래그십 스마트폰 갤럭시S20 시리즈가 이동통신3사의 '짠물 지원금'에 신종 코로나바이러스 감염증(코로나19)으로 인한 소비심리 위축이라는 '원투펀치'를 맞고 흥행에 먹구름이 드리웠다.1일 업계에 따르면 지난 27일 출시한 갤럭시S20 시리즈의 첫날 개통량은 약 7만800대 수준으로 파악됐다. 지난해 3월 출시한 갤럭시S10의 첫날 개통량이 14만대였던 점과 비교할 때 절반으로 급감한 것이다. 같은 해 출시한 갤럭시노트10(22만대)에 비해서도 40% 수준에 불과하다. 이동통신사 간 번호이동 건수는 1만3000여건으로 KT에서는 113명이 순감했고, SK텔레콤에서는 33명, LG유플러스에서는 85명이 순증했다. 갤럭시S20의 성적이 처음부터 이처럼 저조한 데에는 공시지원금 감소와 코로나19에 대한 공포로 오프라인 매장 방문자가 감소한 데 있다. 갤럭시S20의 공시지원금은 통신사별 최고가 요금제 가입을 기준으로 SK텔레콤은 17만원, KT는 24만3000원, LG유플러스는 20만2000원이다. 이는 지난해 갤럭시S10의 공시지원금과 비교해 3분의 1수준이다. 지난해 갤럭시S10 출시 당시 5세대(5G) 가입자를 유치하기 위한 이동통신사 간 경쟁에 불이 붙으면서 한 때 78만원까지 치솟았다.따라서 갤럭시S20을 구입하려는 소비자들이 최고가 요금제에 가입해도 100만원을 초과하는 금액을 부담해야 한다는 점은 수요에 악재로 작용했다. 여기에 설상가상으로 코로나19로 인해 오프라인 매장을 방문하는 소비자들의 발길도 뚝 끊기면서 악재가 겹치고 있다.결국 삼성전자는 이통사에 요청해 당초 지난달 20일부터 26일까지인 사전판매 기간을 3일까지로 1주일 연장한 상태다.yellowapollo@news1.kr© 뉴스1코리아(), 무단 전재 및 재배포 금지",/news/news_read.nhn?article_id=0004493381&office_id=421&mode=search&query=SK텔레콤&page=1
,"SK텔레콤이 5G의 핵심 기술인 '5G MEC(모바일 에지 컴퓨팅)' 기술의 상용화를 위해 세계 유수의 통신사들과 손을 잡습니다.MEC은 초고속 데이터 서비스를 제공하기 위해 기지국에 컴퓨팅 시스템을 구축하는 기술로, 네트워크 지연 시간을 획기적으로 감소시킬 수 있습니다.SK텔레콤은 현지시각으로 지난 24일 영국 런던에서 열린 GSMA(세계이동통신사업자연합회) 총회에서 9개 통신사와 '텔레콤 에지 클라우드 태스크포스'를 발족했다고 밝혔습니다.TF에 참여한 통신사는 독일의 도이치텔레콤, 영국의 EE, 일본의 KDDI, 프랑스의 오렌지, 스페인의 텔레포니카, 텔레콤 이탈리아, 중국의 차이나 유니콤, 싱가포르의 싱텔, 일본의 NTT도코모 등입니다.TF는 각 통신사의 상호 협력을 통해 '5G MEC' 기술의 글로벌 상용화를 추진할 계획이며 이를 위해 참여사는 각 사가 보유하고 있는 클라우드 기술과 서비스를 연동하고, 각종 실증 시험을 진행할 계획입니다.
임종윤 기자(boongam@sbs.co.kr) ☞ SBSCNBC를 만나는 법 ☞ 경제를 실험한다~
저작권자 SBS미디어넷 & SBS I&M 무단전재-재배포 금지",/news/news_read.nhn?article_id=0000206129&office_id=374&mode=search&query=SK텔레콤&page=1
"▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ 클릭해, 뉴스 들어간다 [뉴스쿨]","[파이낸셜뉴스] SK텔레콤은 지난 24일(현지 기준) 런던에서 열린 GSMA 총회에서 도이치텔레콤, EE, KDDI, 오렌지, 텔레포니카, 텔레콤 이탈리아, 차이나 유니콤, 싱텔, NTT도코모 등 9개 글로벌 통신사와 5세대(5G) 통신 모바일에지컴퓨팅(MEC) 상용화를 목표로 텔레콤 에지 클라우드 TF를 발족했다고 1일 밝혔다.

 세계 각지의 글로벌 통신사들은 △클라우드 게임 △스마트팩토리 △자율주행 등 초저지연 서비스의 성능을 높이는 핵심 기술 5G MEC의 빠른 상용화와 기술의 범용성을 높이기 위해 텔레콤 에지 클라우드 TF를 발족하는데 뜻을 모았다.
 텔레콤 에지 클라우드 TF는 각 통신사가 별도로 구축하고 있는 에지 클라우드간 상호 연동을 통해 5G MEC 기술의 글로벌 상용화를 목표로 한다. 이를 위해 참여사는 각 사가 보유한 에지 클라우드 기술과 서비스의 연동 및 공유 등의 실증 시험을 진행할 계획이다.
 SK텔레콤은 5G 기반 에지 클라우드 원천 기술을 보유하고 있는 유일한 통신사로 글로벌 통신사들과 협력 체계를 강화해 5G MEC 기술의 글로벌 상용화를 이끌어 나갈 계획이다.
 5G MEC 기술과 서비스의 범용성을 높이고 기술 생태계의 빠른 발전을 위해 글로벌 협력은 필수적이다. 가령, 통신사 간 기술 및 서비스 연동이 불가능한 경우 서비스 개발자는 같은 서비스라도 각 통신사의 5G MEC 시스템에 맞춰 별도 개발하는 과정을 거쳐야 한다.
 실제로 SK텔레콤은 지난해 9월부터 GSMA 및 GSMA의 주요 회원사 도이치텔레콤, 텔레포니카 등과 함께 오퍼레이터 플랫폼 TF를 구성해 5G MEC 기술과 서비스를 연동하기 위한 모델과 솔루션을 구체화하고 표준을 만들기 위해 협력하고 있다.
 이강원 SK텔레콤 클라우드랩스장은 ""SK텔레콤은 5G MEC 기술의 상용화를 위해 글로벌 파트너들과 협력을 확대하기로 결정했다""며 ""앞으로도 5G MEC 기술 생태계 발전을 이끌 것""이라고 말했다.



 ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지",/news/news_read.nhn?article_id=0004381320&office_id=014&mode=search&query=SK텔레콤&page=1
GSMA 및 9개 글로벌 통신사와 함께 '텔레콤 에지 클라우드 TF' 발족 5G MEC 상용화 목표로 각 사가 보유한 기술과 서비스의 연동 및 실증에 집중,"[서울=뉴시스] 김혜경 기자 = SK텔레콤이 5G 시대 핵심 기술 '5G MEC(모바일 에지 컴퓨팅)' 기술의 글로벌 상용화를 위해 세계 유수의 통신사들과 협력에 나선다고 1일 밝혔다. SK텔레콤은 지난 24일(현지시간) 런던에서 열린 GSMA 총회에서 도이치텔레콤, EE, KDDI, 오렌지, 텔레포니카, 텔레콤 이탈리아, 차이나 유니콤, 싱텔, NTT도코모 등 9개 글로벌 통신사와 '5G MEC' 상용화를 목표로 '텔레콤 에지 클라우드 TF(Telecom Edge Cloud TF)'를 발족했다.세계 각지의 글로벌 통신사들은 ▲클라우드 게임 ▲스마트팩토리 ▲자율주행 등 초저지연 서비스의 성능을 높이는 핵심 기술 '5G MEC'의 빠른 상용화와 기술의 범용성을 높이기 위해 '텔레콤 에지 클라우드 TF'를 발족하는데 뜻을 모았다.'텔레콤 에지 클라우드 TF'는 각 통신사가 별도로 구축하고 있는 '에지 클라우드'간 상호 연동을 통해 '5G MEC' 기술의 글로벌 상용화를 목표로 한다. 이를 위해 참여사는 각 사가 보유한 에지 클라우드 기술과 서비스의 연동 및 공유 등의 실증 시험을 진행할 계획이다.SK텔레콤은 5G기반 에지 클라우드 원천 기술을 보유하고 있는 유일한 통신사로서, 글로벌 통신사들과 협력 체계를 강화해 '5G MEC' 기술의 글로벌 상용화를 이끌어 나갈 계획이다.'5G MEC' 기술과 서비스의 범용성을 높이고 기술 생태계의 빠른 발전을 위해 글로벌 협력은 필수적이다. 예를 들어, 통신사간 기술 및 서비스 연동이 불가능한 경우 서비스 개발자는 같은 서비스라도 각 통신사의 ‘5G MEC’ 시스템에 맞춰 별도 개발하는 과정을 거쳐야 한다.실제로 SK텔레콤은 작년 9월부터 GSMA 및 GSMA의 주요 회원사 도이치텔레콤, 텔레포니카 등과 함께 '오퍼레이터 플랫폼 TF(Operator Platform TF)'를 구성, '5G MEC' 기술과 서비스를 연동하기 위한 모델과 솔루션을 구체화하고 표준을 만들기 위해 협력하고 있다.한편, SK텔레콤은 지난 1월 아시아태평양 통신사 연합회 '브리지 얼라이언스(Bridge Alliance)' 소속 통신사인 싱텔, 글로브, 타이완모바일, HKT, PCCW글로벌 등 5개사와 함께 ‘글로벌 MEC TF’를 발족해 5G MEC 상용화를 위해 노력 중이다. SK텔레콤 이강원 클라우드랩스장은 ""SK텔레콤은 5G MEC 기술의 상용화를 위해 글로벌 파트너들과 협력을 확대하기로 결정했다”며 “앞으로도 5G MEC 기술 생태계 발전을 이끌 것""이라고 밝혔다. chkim@newsis.com<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>",/news/news_read.nhn?article_id=0009730081&office_id=003&mode=search&query=SK텔레콤&page=1
사외이사 연임 제한 탓에 삼성출신 사외이사 뽑는 상장사 늘어,"올해부터 사외이사 연임 제한이 시행되면서, 신규 사외이사 선임 공시가 잇따라 나오고 있다. 임기 6년을 채운 사외이사는 올해 주총부터 새로 선임될 수 없기 때문이다. 이같은 분위기 속에서 삼성 출신 사외이사를 뽑는 상장사들이 늘고 있다. 특히 삼성전자 협력사가 많은 코스닥에서 삼성 선호도가 높다. 예전에도 인기있던 삼성맨 주가가 더욱 높아지고 있는 것이다. 1일 한국거래소에 따르면 풀무원은 최근 주총소집결의를 통해 삼성전자 글로벌마케팅실장(부사장)을 지낸 심수옥 성균관대 경영전문대학원 교수를 신규 사외이사 후보자로 공시했다. 심수옥 교수는 다음달 27일 풀무원 주총에서 발행주식 총수 4분1의 1 이상 찬성과 출석 주식수 50% 이상 찬성을 얻으면 사외이사에 선임된다. 심 교수는 P&G 출신 마케팅 전문가로 삼성전자 첫 여성 부사장이기도 하다.카카오는 윤석 전 삼성액티브자산운용 대표를 내달 25일 정기주총에서 사외이사로 선임할 예정이다. 그는 삼성증권 홀세일본부장과 삼성자산운용 부사장도 지냈다. SK텔레콤은 삼성종합기술원 전문연구원 출신 김준모 카이스트 전기·전기공학부 교수를 사외이사 후보자로 정했다. 김 교수는 인공지능(AI) 전문가다. 경농과 에이엔피는 각각 민승규 전 삼성경제연구소 부사장, 방형린 전 제일기획 상무를 사외이사로 뽑을 예정이며, 유니퀘스트는 이상수 전 삼성전자 베트남판매법인장을 사외이사 후보자로 선임했다. 해성디에스와 미원상사는 각각 하윤희 전 삼성비피화학 경영지원실장(전무)과 윤석열 전 삼성정밀화학 연구소장을 사외이사 후보로 내세웠다. 현직 삼성맨을 사외이사로 내세운 코스피 상장사도 있다. 셀트리온은 김원석 삼성서울병원 혈액종양내과 교수를, 메리츠금융지주는 안동현 삼성증권 사외이사를 내달 주총에서 사외이사로 선임할 계획이다.코스닥에서도 삼성 출신들은 인기 상종가다. 코스닥은 삼성전자·삼성디스플레이 등과 거래하는 소재·부품·장비업체들이 많다. 삼성전자 폴더블폰에 납품하는 세경하이테크는 다음달
27일 주총에서 이동욱 경일대 교수를 사외이사로 뽑을 예정이다. 이 교수는 삼성코닝정밀소재 출신이다. 해성산업은 사외이사 후보로 신현목 전 삼성탈레스 대표를 선임했으며, DSC인베스트먼트는 채주락 전 삼성전자 전무를 올해 주총에서 사외이사로 뽑을 계획이다. 이밖에 삼진(신동호 전 삼성전자 VD사업부 HD개발팀장), SKC코오롱PI(이정열 전 삼성전자 전무), 파크시스템스(채승기 전 삼성디스플레이 전무), 에스티아이(유기수 전 삼성전자 상무) 등은 삼성 출신 사외이사 선임 예정이다. [정승환 기자 / 신유경 기자] [ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]",/news/news_read.nhn?article_id=0004527444&office_id=009&mode=search&query=SK텔레콤&page=1
,"SK텔레콤이 지난달 24일(현지시간) 영국 런던에서 열린 GSMA(세계이동 통신사업자연합회) 총회에서 해외 통신사들과 '텔레콤 에지 클라우드 태스크포스(TF)'를 꾸렸다고 1일 밝혔다.정지윤 기자 color@kyunghyang.com©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지",/news/news_read.nhn?article_id=0002994978&office_id=032&mode=search&query=SK텔레콤&page=1
